Sample_Names	Total_Mutations	Cosine_similarity	L1_Norm	L1_Norm_%	100-L1_Norm_%	L2_Norm	L2_Norm_%	100-L2_Norm_%	KL_Divergence	Correlation
Panc-Endocrine@SP106750	1226	0.937	383.68	31.295	68.705	56.043	36.677	63.323	0.0902	0.828
Panc-Endocrine@SP102511	3334	0.963	862.866	25.881	74.119	121.9	26.881	73.119	0.0534	0.914
Panc-Endocrine@SP102541	2687	0.969	612.542	22.797	77.203	84.961	24.905	75.095	0.0448	0.908
Panc-Endocrine@SP102567	5210	0.973	1118.662	21.471	78.529	156.499	23.264	76.736	0.0354	0.925
Panc-Endocrine@SP117595	2071	0.954	592.095	28.59	71.41	81.133	29.866	70.134	0.0658	0.88
Panc-Endocrine@SP135440	2263	0.94	697.247	30.811	69.189	95.653	34.232	65.768	0.0858	0.797
Panc-Endocrine@SP135296	3128	0.967	745.574	23.835	76.16499999999999	99.396	25.345	74.655	0.05	0.9
Panc-Endocrine@SP117294	817	0.926	293.89	35.972	64.02799999999999	41.535	39.238	60.762	0.1154	0.818
Panc-Endocrine@SP135363	2397	0.966	566.035	23.614	76.386	78.858	25.954	74.04599999999999	0.0468	0.899
Panc-Endocrine@SP102499	1784	0.968	434.216	24.339	75.661	57.927	24.923	75.077	0.057	0.916
Panc-Endocrine@SP117951	992	0.956	280.875	28.314	71.686	38.067	29.361	70.639	0.0732	0.885
Panc-Endocrine@SP117085	1245	0.95	367.955	29.555	70.445	50.433	31.344	68.656	0.0728	0.86
Panc-Endocrine@SP106669	1700	0.968	373.088	21.946	78.054	52.699	24.945	75.055	0.0483	0.899
Panc-Endocrine@SP135316	1331	0.952	388.971	29.224	70.776	52.436	30.495	69.505	0.0831	0.868
Panc-Endocrine@SP135305	10863	0.961	2636.353	24.269	75.731	397.359	27.635	72.365	0.0495	0.903
Panc-Endocrine@SP102581	535	0.94	188.633	35.259	64.741	25.211	34.891	65.10900000000001	0.1232	0.862
Panc-Endocrine@SP106718	5251	0.946	1360.58	25.911	74.089	347.851	32.544	67.456	0.0791	0.927
Panc-Endocrine@SP135451	5983	0.995	1059.608	17.71	82.28999999999999	187.815	9.961	90.039	0.0435	0.994
Panc-Endocrine@SP135354	2906	0.944	830.094	28.565	71.435	125.505	35.126	64.874	0.076	0.853
Panc-Endocrine@SP102611	9084	0.954	2614.785	28.785	71.215	381.918	32.184	67.816	0.0807	0.9
Panc-Endocrine@SP135448	1337	0.95	423.237	31.656	68.344	55.958	32.193	67.807	0.0861	0.875
Panc-Endocrine@SP117758	4441	0.968	979.118	22.047	77.953	137.072	25.094	74.906	0.0388	0.896
Panc-Endocrine@SP135282	1324	0.96	357.224	26.981	73.019	47.927	27.964	72.036	0.0717	0.891
Panc-Endocrine@SP135288	24022	0.999	2456.526	10.226	89.774	550.952	7.299	92.701	0.0118	0.999
Panc-Endocrine@SP135475	1877	0.946	516.107	27.496	72.504	82.587	32.538	67.462	0.0708	0.873
Panc-Endocrine@SP135416	2504	0.943	752.755	30.062	69.938	107.925	35.184	64.816	0.0826	0.843
Panc-Endocrine@SP117331	6036	0.975	1632.388	27.044	72.956	246.71	22.706	77.294	0.0767	0.964
Panc-Endocrine@SP135468	1749	0.925	606.51	34.678	65.322	87.381	39.596	60.404	0.1034	0.797
Panc-Endocrine@SP135463	984	0.955	303.011	30.794	69.206	40.806	29.731	70.269	0.0834	0.901
Panc-Endocrine@SP135422	3271	0.978	702.352	21.472	78.52799999999999	98.604	20.976	79.024	0.0431	0.955
Panc-Endocrine@SP135484	2557	0.949	743.273	29.068	70.932	104.151	31.433	68.56700000000001	0.0677	0.861
Prost-AdenoCA@SP23435	3579	0.972	884.119	24.703	75.297	123.9	23.574	76.426	0.0601	0.945
Prost-AdenoCA@SP112829	5310	0.97	1163.171	21.905	78.095	155.738	24.528	75.47200000000001	0.0438	0.891
Prost-AdenoCA@SP112947	3791	0.975	965.619	25.471	74.529	140.637	22.468	77.532	0.0615	0.96
Prost-AdenoCA@SP112985	429	0.945	161.753	37.705	62.295	22.558	32.734	67.26599999999999	0.1662	0.906
Prost-AdenoCA@SP112925	12152	0.929	4117.049	33.88	66.12	610.927	38.786	61.214	0.1097	0.826
Prost-AdenoCA@SP112937	1923	0.973	497.984	25.896	74.104	70.118	23.036	76.964	0.0648	0.955
Prost-AdenoCA@SP112989	1952	0.966	511.787	26.219	73.781	68.305	26.122	73.878	0.0629	0.918
Prost-AdenoCA@SP111145	4849	0.985	960.156	19.801	80.199	143.399	17.598	82.402	0.0449	0.976
Prost-AdenoCA@SP111143	2126	0.974	572.525	26.93	73.07	81.27	22.996	77.004	0.0601	0.959
Prost-AdenoCA@SP125584	62	0.85	49.769	80.273	19.727000000000004	6.536	52.669	47.331	0.6108	0.791
Prost-AdenoCA@SP111144	4304	0.98	981.815	22.812	77.188	130.639	20.15	79.85	0.0459	0.962
Prost-AdenoCA@SP116296	1326	0.957	407.815	30.755	69.245	62.763	29.74	70.26	0.0991	0.93
Prost-AdenoCA@SP116254	3183	0.979	736.243	23.13	76.87	99.326	20.559	79.441	0.0473	0.961
Prost-AdenoCA@SP116256	2778	0.98	632.601	22.772	77.22800000000001	85.461	20.11	79.89	0.0481	0.963
Prost-AdenoCA@SP116274	1964	0.977	481.113	24.497	75.503	65.226	21.457	78.543	0.0614	0.958
Prost-AdenoCA@SP116259	2179	0.969	543.793	24.956	75.044	80.854	25.418	74.582	0.0596	0.943
Prost-AdenoCA@SP116290	1324	0.962	382.543	28.893	71.107	54.929	27.457	72.543	0.0968	0.929
Prost-AdenoCA@SP116258	3026	0.976	767.558	25.365	74.635	99.587	21.851	78.149	0.0542	0.955
Prost-AdenoCA@SP116261	973	0.954	308.266	31.682	68.318	40.466	29.944	70.056	0.0966	0.898
Prost-AdenoCA@SP23463	1269	0.959	374.148	29.484	70.51599999999999	53.896	28.851	71.149	0.0737	0.923
Prost-AdenoCA@SP116268	1727	0.968	512.466	29.674	70.326	69.192	25.227	74.773	0.0757	0.944
Prost-AdenoCA@SP23471	1583	0.978	389.844	24.627	75.373	51.27	20.677	79.32300000000001	0.0576	0.962
Prost-AdenoCA@SP116266	2270	0.976	584.289	25.74	74.26	84.937	21.674	78.326	0.0627	0.963
Prost-AdenoCA@SP116264	2430	0.978	656.331	27.01	72.99	88.301	20.981	79.019	0.0686	0.966
Prost-AdenoCA@SP116269	3051	0.974	832.788	27.296	72.70400000000001	113.122	22.572	77.428	0.067	0.958
Prost-AdenoCA@SP116275	1987	0.975	478.667	24.09	75.91	66.89	22.204	77.79599999999999	0.0588	0.954
Prost-AdenoCA@SP23447	1644	0.963	483.913	29.435	70.565	67.175	27.298	72.702	0.0714	0.931
Prost-AdenoCA@SP116255	2778	0.977	666.986	24.01	75.99	91.316	21.295	78.705	0.0502	0.959
Prost-AdenoCA@SP23455	1558	0.964	435.392	27.946	72.054	61.48	27.37	72.63	0.0721	0.929
Prost-AdenoCA@SP23475	1354	0.97	375.401	27.725	72.275	48.441	24.351	75.649	0.0693	0.941
Prost-AdenoCA@SP116227	2341	0.972	641.228	27.391	72.60900000000001	95.476	23.863	76.137	0.0659	0.956
Prost-AdenoCA@SP116226	1297	0.966	366.21	28.235	71.765	52.08	26.437	73.563	0.0779	0.94
Prost-AdenoCA@SP23443	2461	0.982	523.14	21.257	78.743	67.989	18.642	81.358	0.0412	0.966
Prost-AdenoCA@SP116260	2319	0.97	586.722	25.301	74.699	84.689	24.94	75.06	0.0557	0.944
Prost-AdenoCA@SP116280	4301	0.969	1051.646	24.451	75.549	142.31	25.035	74.965	0.0526	0.922
Prost-AdenoCA@SP116224	1406	0.97	393.348	27.976	72.024	55.51	24.639	75.361	0.065	0.95
Prost-AdenoCA@SP116249	178	0.89	109.718	61.639	38.361	14.378	45.604	54.396	0.4132	0.83
Prost-AdenoCA@SP116232	506	0.945	174.503	34.487	65.513	23.651	32.617	67.38300000000001	0.1277	0.886
Prost-AdenoCA@SP116251	972	0.934	338.442	34.819	65.181	47.306	35.787	64.213	0.1152	0.841
Prost-AdenoCA@SP116272	1901	0.97	529.659	27.862	72.138	69.44	24.154	75.846	0.0685	0.945
Prost-AdenoCA@SP116286	1005	0.964	298.487	29.7	70.3	40.191	26.731	73.269	0.0805	0.931
Prost-AdenoCA@SP116282	1628	0.963	454.133	27.895	72.105	66.388	27.252	72.748	0.0696	0.932
Prost-AdenoCA@SP116288	615	0.957	212.107	34.489	65.511	29.62	29.164	70.836	0.1255	0.929
Prost-AdenoCA@SP23467	1840	0.969	498.686	27.103	72.89699999999999	66.659	24.848	75.152	0.065	0.94
Prost-AdenoCA@SP116263	1463	0.95	459.013	31.375	68.625	65.53	31.185	68.815	0.0858	0.897
Prost-AdenoCA@SP116292	988	0.957	310.866	31.464	68.536	42.637	28.893	71.107	0.0841	0.919
Prost-AdenoCA@SP116248	890	0.958	311.983	35.054	64.946	41.724	29	71	0.128	0.93
Prost-AdenoCA@SP116276	433	0.941	158.161	36.527	63.473	21.727	33.788	66.212	0.138	0.885
Prost-AdenoCA@SP116265	4282	0.978	1076.42	25.138	74.862	146.91	21.016	78.98400000000001	0.055	0.963
Prost-AdenoCA@SP116267	3433	0.978	857.297	24.972	75.02799999999999	114.961	20.806	79.194	0.0597	0.963
Prost-AdenoCA@SP116253	2885	0.97	633.64	21.963	78.037	83.354	24.451	75.549	0.0437	0.884
Prost-AdenoCA@SP23481	1132	0.959	325.523	28.756	71.244	45.164	28.461	71.539	0.0915	0.91
Prost-AdenoCA@SP116233	2974	0.977	715.845	24.07	75.93	96.163	21.23	78.77	0.0543	0.958
Prost-AdenoCA@SP116284	1464	0.975	361.163	24.67	75.33	49.462	22.344	77.656	0.0582	0.953
Prost-AdenoCA@SP116270	1413	0.967	430.484	30.466	69.53399999999999	55.923	25.593	74.407	0.0816	0.94
Prost-AdenoCA@SP116257	2894	0.974	722.383	24.961	75.039	98.208	22.642	77.358	0.0596	0.951
Prost-AdenoCA@SP116298	516	0.94	210.495	40.794	59.206	26.328	34.236	65.76400000000001	0.1625	0.883
Prost-AdenoCA@SP116294	803	0.956	251.042	31.263	68.737	32.725	29.199	70.801	0.1003	0.904
Prost-AdenoCA@SP23439	6152	0.975	1312.17	21.329	78.67099999999999	175.205	22.091	77.90899999999999	0.0366	0.933
Prost-AdenoCA@SP23483	241	0.878	123.704	51.329	48.671	18.386	48.706	51.294	0.284	0.782
Prost-AdenoCA@SP116262	1499	0.954	464.727	31.002	68.998	66.214	31.01	68.99	0.0895	0.908
Prost-AdenoCA@SP116228	4649	0.965	1173.991	25.253	74.747	154.758	26.648	73.352	0.0621	0.895
Prost-AdenoCA@SP116222	1417	0.973	374.769	26.448	73.55199999999999	57.942	23.399	76.601	0.0711	0.959
Prost-AdenoCA@SP23451	1676	0.977	446.335	26.631	73.369	62.841	21.64	78.36	0.067	0.965
Prost-AdenoCA@SP116247	1751	0.959	534.796	30.542	69.458	72.003	29.207	70.793	0.077	0.916
Prost-AdenoCA@SP116225	1721	0.966	495.377	28.784	71.21600000000001	63.773	25.962	74.038	0.0851	0.93
Prost-AdenoCA@SP116273	1958	0.976	471.377	24.074	75.926	69.528	22.054	77.946	0.0648	0.96
Prost-AdenoCA@SP116221	1299	0.973	368.748	28.387	71.613	48.868	23.191	76.809	0.0727	0.955
Prost-AdenoCA@SP116271	1049	0.962	315.245	30.052	69.94800000000001	42.74	27.369	72.631	0.0811	0.927
Prost-AdenoCA@SP23459	1187	0.976	328.186	27.648	72.352	45.405	21.954	78.04599999999999	0.0781	0.964
Prost-AdenoCA@SP23479	1822	0.978	473.281	25.976	74.024	63.016	21.081	78.919	0.0677	0.963
Prost-AdenoCA@SP116223	1468	0.982	345.822	23.557	76.443	48.278	19.295	80.705	0.058	0.972
Prost-AdenoCA@SP116229	4478	0.973	1210.119	27.024	72.976	164.536	23.047	76.953	0.0643	0.954
Prost-AdenoCA@SP23477	1415	0.969	444.001	31.378	68.622	63.592	25.055	74.945	0.0823	0.953
Prost-AdenoCA@SP116252	2405	0.971	549.013	22.828	77.172	72.171	24.852	75.148	0.0481	0.907
Prost-AdenoCA@SP116278	63	0.783	55.862	88.67	11.329999999999998	7.283	62.223	37.777	0.7274	0.669
Prost-AdenoCA@SP23431	9394	0.951	3725.629	39.66	60.34	625.174	30.955	69.045	0.163	0.937
Prost-AdenoCA@SP116231	1442	0.97	406.161	28.167	71.833	56.344	24.149	75.851	0.0787	0.95
Prost-AdenoCA@SP116250	1133	0.942	387.811	34.229	65.771	52.658	33.447	66.553	0.1122	0.871
Prost-AdenoCA@SP112815	3247	0.973	766.624	23.61	76.39	102.305	23.033	76.967	0.0481	0.94
Prost-AdenoCA@SP112799	2393	0.98	537.122	22.446	77.554	76.953	20.187	79.813	0.0488	0.965
Prost-AdenoCA@SP112835	3060	0.97	707.874	23.133	76.867	97.139	24.416	75.584	0.0494	0.92
Prost-AdenoCA@SP112955	3089	0.948	966.37	31.284	68.71600000000001	144.046	33.341	66.65899999999999	0.0893	0.897
Prost-AdenoCA@SP112807	4191	0.97	1126.58	26.881	73.119	148.507	24.606	75.394	0.0738	0.938
Prost-AdenoCA@SP112953	4218	0.965	1106.127	26.224	73.776	145.145	26.133	73.867	0.0618	0.911
Prost-AdenoCA@SP112911	2212	0.98	513.217	23.201	76.799	73.455	19.769	80.231	0.056	0.969
Prost-AdenoCA@SP112847	2266	0.959	615.41	27.158	72.842	94.594	30.482	69.518	0.0691	0.918
Prost-AdenoCA@SP112859	4163	0.973	886.691	21.299	78.701	118.207	23.357	76.643	0.0411	0.905
Prost-AdenoCA@SP112919	2722	0.971	680.067	24.984	75.01599999999999	100.432	24.521	75.479	0.065	0.948
Prost-AdenoCA@SP102652	2707	0.975	652.739	24.113	75.887	90.188	22.117	77.883	0.0612	0.954
Prost-AdenoCA@SP112981	2615	0.978	548.827	20.988	79.012	77.549	20.933	79.06700000000001	0.0437	0.953
Prost-AdenoCA@SP102620	3604	0.955	999.909	27.744	72.256	139.305	29.863	70.137	0.0738	0.879
Prost-AdenoCA@SP112987	3268	0.976	826.063	25.277	74.723	109.342	21.923	78.077	0.0626	0.956
Prost-AdenoCA@SP112825	2705	0.98	573.572	21.204	78.79599999999999	76.766	20.014	79.986	0.0427	0.958
Prost-AdenoCA@SP112967	509	0.922	204.427	40.162	59.838	27.346	38.794	61.206	0.15	0.82
Prost-AdenoCA@SP102622	5134	0.97	1149.353	22.387	77.613	154.168	24.307	75.693	0.0434	0.903
Prost-AdenoCA@SP112785	6008	0.969	1305.626	21.731	78.269	174.58	24.818	75.182	0.0393	0.867
Prost-AdenoCA@SP112793	3247	0.966	847.62	26.105	73.895	122.7	27.156	72.844	0.0586	0.931
Prost-AdenoCA@SP112963	3610	0.981	810.699	22.457	77.543	117.083	19.585	80.41499999999999	0.0496	0.969
Prost-AdenoCA@SP112801	3911	0.974	871.971	22.295	77.705	117.549	22.78	77.22	0.046	0.935
Prost-AdenoCA@SP112997	3218	0.979	746.775	23.206	76.794	97.102	20.474	79.526	0.051	0.959
Prost-AdenoCA@SP112973	3537	0.972	900.076	25.447	74.553	124.767	23.567	76.43299999999999	0.0564	0.947
Prost-AdenoCA@SP112819	3545	0.963	1033.515	29.154	70.846	140.733	27.272	72.72800000000001	0.0685	0.926
Prost-AdenoCA@SP112941	3385	0.987	571.065	16.87	83.13	74.494	15.769	84.231	0.0277	0.973
Prost-AdenoCA@SP112965	3613	0.973	832.264	23.035	76.965	114.002	23.167	76.833	0.0545	0.937
Prost-AdenoCA@SP112791	3288	0.973	811.759	24.689	75.311	109.666	22.9	77.1	0.0574	0.947
Prost-AdenoCA@SP112949	1663	0.972	452.185	27.191	72.809	63.241	23.681	76.319	0.0739	0.952
Prost-AdenoCA@SP112857	3403	0.976	786.133	23.101	76.899	102.808	21.882	78.118	0.0509	0.947
Prost-AdenoCA@SP112843	5216	0.956	1420.126	27.226	72.774	197.843	30.781	69.219	0.0596	0.882
Prost-AdenoCA@SP112915	4144	0.974	974.494	23.516	76.48400000000001	131.28	22.785	77.215	0.0558	0.942
Prost-AdenoCA@SP112837	4323	0.942	1362.482	31.517	68.483	186.365	33.726	66.274	0.0875	0.831
Prost-AdenoCA@SP112823	2222	0.966	674.394	30.351	69.649	94.166	26.805	73.195	0.0869	0.945
Prost-AdenoCA@SP102633	1757	0.963	469.417	26.717	73.283	63.909	26.872	73.128	0.0729	0.913
Prost-AdenoCA@SP112899	2998	0.94	912.29	30.43	69.57	135.777	35.181	64.819	0.0849	0.849
Prost-AdenoCA@SP112893	3207	0.962	833.777	25.999	74.001	112.653	27.721	72.279	0.0644	0.893
Prost-AdenoCA@SP112895	3002	0.984	686.969	22.884	77.116	91.636	17.892	82.108	0.0574	0.975
Prost-AdenoCA@SP102626	3205	0.974	694.348	21.665	78.33500000000001	90.942	22.902	77.098	0.0431	0.916
Prost-AdenoCA@SP112795	3831	0.969	950.541	24.812	75.188	135.278	24.734	75.26599999999999	0.0513	0.937
Prost-AdenoCA@SP112927	2866	0.972	740.88	25.851	74.149	109.889	23.578	76.422	0.0632	0.955
Prost-AdenoCA@SP112779	5554	0.972	1373.575	24.731	75.269	211.759	24.371	75.629	0.0608	0.954
Prost-AdenoCA@SP112975	3520	0.977	819.245	23.274	76.726	109.348	21.283	78.717	0.0516	0.955
Prost-AdenoCA@SP112867	2819	0.969	688.136	24.411	75.589	94.68	25.087	74.913	0.0572	0.927
Prost-AdenoCA@SP112903	5367	0.942	1564.146	29.144	70.856	249.137	35.629	64.37100000000001	0.0897	0.869
Prost-AdenoCA@SP112933	2991	0.973	709.279	23.714	76.286	104.325	23.231	76.769	0.0598	0.949
Prost-AdenoCA@SP112869	6930	0.969	1530.232	22.081	77.919	213.148	24.962	75.038	0.0451	0.897
Prost-AdenoCA@SP112999	1252	0.957	369.167	29.486	70.514	50.464	29.207	70.793	0.0893	0.903
Prost-AdenoCA@SP112939	2527	0.98	584.008	23.111	76.889	78.045	19.76	80.24	0.0571	0.965
Prost-AdenoCA@SP112921	3724	0.946	1065.284	28.606	71.394	156.92	34.098	65.902	0.0714	0.853
Prost-AdenoCA@SP112901	2732	0.961	723.901	26.497	73.503	102.6	27.514	72.486	0.0652	0.91
Prost-AdenoCA@SP112831	2228	0.974	507.265	22.768	77.232	73.228	22.529	77.471	0.0581	0.949
Prost-AdenoCA@SP112891	2576	0.981	544.826	21.15	78.85	73.669	19.61	80.39	0.0459	0.962
Prost-AdenoCA@SP112775	3733	0.963	922.77	24.719	75.281	123.239	27.27	72.73	0.049	0.876
Prost-AdenoCA@SP112897	4337	0.977	961.008	22.158	77.842	133.743	21.35	78.65	0.0462	0.954
Prost-AdenoCA@SP112885	2915	0.984	682.891	23.427	76.57300000000001	91.943	18.055	81.945	0.0576	0.975
Prost-AdenoCA@SP112789	7936	0.968	1756.188	22.129	77.871	243.14	25.312	74.688	0.0495	0.886
Prost-AdenoCA@SP102630	5114	0.964	1168.382	22.847	77.15299999999999	161.683	27.006	72.994	0.0478	0.851
Prost-AdenoCA@SP112971	3851	0.993	695.844	18.069	81.931	96.293	11.48	88.52	0.0352	0.992
Prost-AdenoCA@SP112821	2355	0.961	657.505	27.92	72.08	94.217	28.159	71.84100000000001	0.0738	0.922
Prost-AdenoCA@SP112813	1957	0.956	560.297	28.63	71.37	74.391	29.377	70.623	0.0739	0.88
Prost-AdenoCA@SP112961	3287	0.983	704.741	21.44	78.56	102.54	18.35	81.65	0.0477	0.974
Prost-AdenoCA@SP112977	2940	0.978	678.638	23.083	76.917	87.215	20.853	79.14699999999999	0.0531	0.955
Prost-AdenoCA@SP112905	3295	0.968	906.652	27.516	72.48400000000001	129.785	25.892	74.108	0.069	0.942
Prost-AdenoCA@SP102647	3351	0.964	885.06	26.412	73.588	111.895	26.787	73.213	0.0568	0.889
Prost-AdenoCA@SP112873	3311	0.974	800.38	24.173	75.827	101.489	23.023	76.977	0.0581	0.938
Prost-AdenoCA@SP112959	444	0.91	192.376	43.328	56.672	27.793	41.552	58.448	0.1812	0.826
Prost-AdenoCA@SP112931	2521	0.977	572.667	22.716	77.28399999999999	74.938	21.243	78.757	0.0514	0.951
Prost-AdenoCA@SP112865	3331	0.973	853.875	25.634	74.366	114.136	23.316	76.684	0.0677	0.947
Prost-AdenoCA@SP113003	1841	0.962	467.483	25.393	74.607	65.051	28.054	71.946	0.0545	0.899
Prost-AdenoCA@SP113001	2140	0.978	562.791	26.299	73.701	73.075	20.755	79.245	0.0637	0.964
Prost-AdenoCA@SP112879	2065	0.974	495.355	23.988	76.012	63.787	23.006	76.994	0.0497	0.937
Prost-AdenoCA@SP112945	3323	0.966	874.497	26.316	73.684	112.786	26.057	73.943	0.0546	0.908
Prost-AdenoCA@SP112935	2938	0.977	779.121	26.519	73.481	104.188	21.522	78.47800000000001	0.0632	0.962
Prost-AdenoCA@SP112863	3562	0.967	857.546	24.075	75.925	115.901	25.945	74.055	0.052	0.905
Prost-AdenoCA@SP112983	8344	0.929	2538.236	30.42	69.58	405.671	39.412	60.588	0.0918	0.812
Prost-AdenoCA@SP112809	4771	0.98	991.229	20.776	79.224	137.528	19.921	80.07900000000001	0.0502	0.96
Prost-AdenoCA@SP112923	3218	0.974	835.352	25.959	74.041	114.345	22.475	77.525	0.0598	0.956
Prost-AdenoCA@SP112853	2605	0.971	635.539	24.397	75.60300000000001	92.552	23.907	76.093	0.0623	0.945
Prost-AdenoCA@SP113005	1103	0.977	238.088	21.585	78.41499999999999	33.959	21.535	78.465	0.0563	0.952
Prost-AdenoCA@SP112957	4958	0.96	1329.101	26.807	73.193	175.52	28.149	71.851	0.064	0.882
Prost-AdenoCA@SP112783	2968	0.98	634.835	21.389	78.611	83.146	19.899	80.101	0.0419	0.958
Prost-AdenoCA@SP112943	2171	0.967	552.795	25.463	74.537	80.464	26.274	73.726	0.0568	0.934
Prost-AdenoCA@SP112861	2775	0.995	622.919	22.448	77.55199999999999	77.533	10.079	89.92099999999999	0.0564	0.994
Prost-AdenoCA@SP112917	3930	0.956	1078.18	27.435	72.565	147.407	29.505	70.495	0.0712	0.877
Prost-AdenoCA@SP112787	5134	0.972	1315.889	25.631	74.369	181.603	23.546	76.45400000000001	0.0718	0.948
Prost-AdenoCA@SP112995	2569	0.974	625.915	24.364	75.636	82.716	22.714	77.286	0.0581	0.945
Prost-AdenoCA@SP112811	2877	0.974	695.773	24.184	75.816	89.495	22.714	77.286	0.0513	0.941
Prost-AdenoCA@SP112797	3080	0.981	725.764	23.564	76.436	96.893	19.657	80.343	0.0516	0.967
Prost-AdenoCA@SP112909	5092	0.964	1333.47	26.188	73.812	182.454	26.63	73.37	0.0693	0.915
Prost-AdenoCA@SP112781	3393	0.977	797.904	23.516	76.48400000000001	108.08	21.272	78.72800000000001	0.0557	0.958
Prost-AdenoCA@SP112991	3822	0.968	913.336	23.897	76.10300000000001	124.558	25.207	74.793	0.0521	0.914
Prost-AdenoCA@SP112907	5482	0.918	2139.317	39.024	60.976	330.578	39.924	60.076	0.1111	0.844
Prost-AdenoCA@SP112817	2376	0.964	623.362	26.236	73.764	95.113	27.729	72.271	0.0664	0.932
Prost-AdenoCA@SP112993	3220	0.972	771.544	23.961	76.039	104.164	23.709	76.291	0.0544	0.936
Prost-AdenoCA@SP112827	2602	0.971	692.903	26.63	73.37	103.667	24.657	75.343	0.0665	0.952
Prost-AdenoCA@SP112855	2186	0.968	560.656	25.648	74.352	74.232	25.151	74.849	0.0627	0.924
Prost-AdenoCA@SP112969	2401	0.97	608.981	25.364	74.636	80.141	24.245	75.755	0.0509	0.932
Prost-AdenoCA@SP112883	2707	0.964	748.323	27.644	72.356	108.594	27.272	72.72800000000001	0.0655	0.932
Prost-AdenoCA@SP112929	3458	0.975	763.227	22.071	77.929	99.603	22.291	77.709	0.047	0.934
Prost-AdenoCA@SP112833	3046	0.971	701.861	23.042	76.958	95.053	24.231	75.769	0.0558	0.923
Prost-AdenoCA@SP112777	16016	0.888	7167.405	44.752	55.248	1002.674	47.184	52.816	0.1668	0.723
Prost-AdenoCA@SP112887	2852	0.963	717.952	25.174	74.826	99.187	27.222	72.77799999999999	0.0567	0.897
Prost-AdenoCA@SP112877	484	0.925	193.017	39.88	60.12	27.225	38.525	61.475	0.1543	0.851
Prost-AdenoCA@SP112871	3212	0.976	718.36	22.365	77.635	100.42	21.817	78.18299999999999	0.0516	0.951
Prost-AdenoCA@SP112875	8955	0.912	3093.811	34.548	65.452	485.462	43.797	56.203	0.1083	0.766
Prost-AdenoCA@SP112913	7541	0.922	2565.777	34.024	65.976	390.703	40.481	59.519	0.1134	0.803
Prost-AdenoCA@SP112849	3690	0.977	734.901	19.916	80.084	106.61	21.624	78.376	0.0384	0.944
Prost-AdenoCA@SP112881	2174	0.966	582.406	26.79	73.21000000000001	76.675	26.014	73.986	0.0668	0.92
Prost-AdenoCA@SP112951	554	0.934	216.501	39.08	60.92	28.384	35.698	64.30199999999999	0.156	0.862
Prost-AdenoCA@SP112845	2584	0.955	772.85	29.909	70.09100000000001	109.435	30.643	69.357	0.0762	0.905
Prost-AdenoCA@SP114910	7012	0.978	1452.55	20.715	79.285	203.633	21.089	78.911	0.0423	0.95
Prost-AdenoCA@SP114906	5429	0.967	1442.164	26.564	73.436	196.37	25.643	74.357	0.0617	0.929
Prost-AdenoCA@SP114921	9650	0.965	2471.49	25.611	74.389	332.24	26.455	73.545	0.0565	0.906
Prost-AdenoCA@SP114901	8617	0.959	2196.026	25.485	74.515	301.681	28.789	71.211	0.06	0.86
Prost-AdenoCA@SP114926	3994	0.977	894.925	22.407	77.593	124.474	21.373	78.627	0.0448	0.954
Prost-AdenoCA@SP114974	5698	0.957	1530.285	26.857	73.143	208.828	29.037	70.963	0.0548	0.873
Prost-AdenoCA@SP114958	4593	0.972	1082.366	23.566	76.434	153.167	23.725	76.275	0.0534	0.939
Prost-AdenoCA@SP114935	3810	0.976	871.228	22.867	77.133	123.363	21.971	78.029	0.0477	0.953
Prost-AdenoCA@SP114900	8782	0.97	1894.166	21.569	78.431	257.299	24.198	75.80199999999999	0.0363	0.896
Prost-AdenoCA@SP114941	6566	0.977	1394.809	21.243	78.757	184.714	21.32	78.68	0.0396	0.942
Prost-AdenoCA@SP114937	6283	0.974	1417.087	22.554	77.446	186.989	22.554	77.446	0.0392	0.935
Prost-AdenoCA@SP114945	6895	0.971	1626.647	23.592	76.408	219.891	24.018	75.982	0.0447	0.927
Prost-AdenoCA@SP114943	6812	0.979	1382.454	20.294	79.706	187.704	20.775	79.225	0.0373	0.948
Prost-AdenoCA@SP114949	3963	0.971	982.407	24.789	75.211	140.274	24.294	75.706	0.0511	0.943
Prost-AdenoCA@SP114960	4646	0.972	1063.475	22.89	77.11	154.71	23.629	76.371	0.0483	0.943
Prost-AdenoCA@SP114962	16980	0.97	3504.361	20.638	79.362	487.581	24.52	75.48	0.0358	0.868
Prost-AdenoCA@SP114996	11960	0.957	3115.191	26.047	73.953	422.164	28.939	71.061	0.0548	0.85
Prost-AdenoCA@SP114987	12409	0.96	3163.619	25.495	74.505	423.744	27.967	72.033	0.0516	0.861
Prost-AdenoCA@SP114966	17165	0.98	2965.82	17.278	82.72200000000001	402.108	20.02	79.98	0.024	0.913
Prost-AdenoCA@SP114903	8342	0.953	2372.492	28.44	71.56	349.285	30.281	69.719	0.0644	0.894
Prost-AdenoCA@SP114914	6605	0.973	1553.047	23.513	76.487	216.952	23.287	76.713	0.0513	0.942
Prost-AdenoCA@SP114944	7420	0.98	1427.295	19.236	80.764	194.351	19.899	80.101	0.0353	0.951
Prost-AdenoCA@SP114930	4577	0.98	924.691	20.203	79.797	128.909	19.88	80.12	0.0362	0.958
Prost-AdenoCA@SP114946	3718	0.974	897.83	24.148	75.852	125.475	22.93	77.07	0.0472	0.951
